loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_bleu,eval_chrf,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
4.2776,6.1337809562683105,1.9956904133685136e-05,0.02198768689533861,50,,,,,,,,,,,
2.2814,9.919550895690918,1.991292875989446e-05,0.04397537379067722,100,,,,,,,,,,,
1.7563,1.6081700325012207,1.9868953386103784e-05,0.06596306068601583,150,,,,,,,,,,,
1.6696,1.2967411279678345,1.9824978012313105e-05,0.08795074758135445,200,,,,,,,,,,,
1.6338,1.3321404457092285,1.978100263852243e-05,0.10993843447669305,250,,,,,,,,,,,
1.6138,1.3101270198822021,1.9737027264731753e-05,0.13192612137203166,300,,,,,,,,,,,
1.6004,1.3095014095306396,1.9693051890941074e-05,0.15391380826737028,350,,,,,,,,,,,
1.5798,1.3752588033676147,1.9649076517150398e-05,0.1759014951627089,400,,,,,,,,,,,
1.5684,1.3554949760437012,1.960510114335972e-05,0.19788918205804748,450,,,,,,,,,,,
1.5419,1.2632675170898438,1.9561125769569043e-05,0.2198768689533861,500,,,,,,,,,,,
1.5549,1.246969223022461,1.9517150395778367e-05,0.2418645558487247,550,,,,,,,,,,,
1.5428,1.2458336353302002,1.9473175021987688e-05,0.2638522427440633,600,,,,,,,,,,,
1.5325,1.3215067386627197,1.942919964819701e-05,0.2858399296394019,650,,,,,,,,,,,
1.5224,1.267441987991333,1.9385224274406333e-05,0.30782761653474056,700,,,,,,,,,,,
1.5166,1.3711774349212646,1.9341248900615657e-05,0.32981530343007914,750,,,,,,,,,,,
1.5034,1.1511616706848145,1.929727352682498e-05,0.3518029903254178,800,,,,,,,,,,,
1.5008,1.347206473350525,1.9253298153034302e-05,0.3737906772207564,850,,,,,,,,,,,
1.4986,1.1936780214309692,1.9209322779243626e-05,0.39577836411609496,900,,,,,,,,,,,
1.489,1.1998533010482788,1.9165347405452947e-05,0.4177660510114336,950,,,,,,,,,,,
1.49,1.2480096817016602,1.912137203166227e-05,0.4397537379067722,1000,,,,,,,,,,,
1.4776,1.283839464187622,1.9077396657871595e-05,0.46174142480211083,1050,,,,,,,,,,,
1.4883,1.2593438625335693,1.9033421284080916e-05,0.4837291116974494,1100,,,,,,,,,,,
1.4826,1.1617693901062012,1.898944591029024e-05,0.5057167985927881,1150,,,,,,,,,,,
1.4742,1.1957404613494873,1.894547053649956e-05,0.5277044854881267,1200,,,,,,,,,,,
1.4704,1.1372469663619995,1.8901495162708885e-05,0.5496921723834652,1250,,,,,,,,,,,
1.4586,1.183484673500061,1.885751978891821e-05,0.5716798592788038,1300,,,,,,,,,,,
1.4598,1.206013798713684,1.881354441512753e-05,0.5936675461741425,1350,,,,,,,,,,,
1.4519,1.17465341091156,1.8769569041336854e-05,0.6156552330694811,1400,,,,,,,,,,,
1.455,1.1639611721038818,1.8725593667546174e-05,0.6376429199648197,1450,,,,,,,,,,,
1.451,1.196622371673584,1.86816182937555e-05,0.6596306068601583,1500,,,,,,,,,,,
1.4448,1.290704369544983,1.8637642919964823e-05,0.6816182937554969,1550,,,,,,,,,,,
1.4474,1.194053292274475,1.8593667546174143e-05,0.7036059806508356,1600,,,,,,,,,,,
1.4397,1.173928141593933,1.8549692172383468e-05,0.7255936675461742,1650,,,,,,,,,,,
1.4313,1.186861515045166,1.8505716798592788e-05,0.7475813544415127,1700,,,,,,,,,,,
1.4498,1.3250181674957275,1.8461741424802112e-05,0.7695690413368513,1750,,,,,,,,,,,
1.419,1.1981219053268433,1.8417766051011433e-05,0.7915567282321899,1800,,,,,,,,,,,
1.421,1.15117609500885,1.8373790677220757e-05,0.8135444151275286,1850,,,,,,,,,,,
1.426,1.2151944637298584,1.832981530343008e-05,0.8355321020228672,1900,,,,,,,,,,,
1.4171,1.1807936429977417,1.8285839929639405e-05,0.8575197889182058,1950,,,,,,,,,,,
1.4176,1.1862521171569824,1.8241864555848726e-05,0.8795074758135444,2000,,,,,,,,,,,
1.4259,1.2382186651229858,1.8197889182058047e-05,0.9014951627088831,2050,,,,,,,,,,,
1.41,1.2482391595840454,1.815391380826737e-05,0.9234828496042217,2100,,,,,,,,,,,
