loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_bleu,eval_chrf,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
3.6553,2.139817237854004,4.947580645161291e-06,0.6398104265402843,540,,,,,,,,,,,
3.6821,2.0356452465057373,4.9206989247311835e-06,0.6635071090047393,560,,,,,,,,,,,
3.6317,2.2156755924224854,4.893817204301076e-06,0.6872037914691943,580,,,,,,,,,,,
3.6551,2.0091090202331543,4.866935483870968e-06,0.7109004739336493,600,,,,,,,,,,,
3.6737,2.1391425132751465,4.840053763440861e-06,0.7345971563981043,620,,,,,,,,,,,
3.6583,2.065960168838501,4.813172043010753e-06,0.7582938388625592,640,,,,,,,,,,,
3.6557,1.9800273180007935,4.786290322580646e-06,0.7819905213270142,660,,,,,,,,,,,
3.6239,2.032504081726074,4.759408602150538e-06,0.8056872037914692,680,,,,,,,,,,,
3.66,2.067000389099121,4.732526881720431e-06,0.8293838862559242,700,,,,,,,,,,,
3.657,2.004716157913208,4.705645161290323e-06,0.8530805687203792,720,,,,,,,,,,,
3.6564,2.102250337600708,4.678763440860216e-06,0.8767772511848341,740,,,,,,,,,,,
3.6611,2.073863983154297,4.651881720430108e-06,0.9004739336492891,760,,,,,,,,,,,
3.6635,2.090423107147217,4.625000000000001e-06,0.9241706161137441,780,,,,,,,,,,,
3.6793,2.129225492477417,4.598118279569893e-06,0.9478672985781991,800,,,,,,,,,,,
3.616,2.1533825397491455,4.5712365591397855e-06,0.9715639810426541,820,,,,,,,,,,,
3.6544,2.1536686420440674,4.544354838709677e-06,0.995260663507109,840,,,,,,,,,,,
,,,1.0,844,3.57997989654541,25.6040872495717,24.044692222008518,114.1279,17.524,0.552,,,,,
3.6204,2.212880849838257,4.51747311827957e-06,1.018957345971564,860,,,,,,,,,,,
3.6537,2.0208210945129395,4.490591397849462e-06,1.042654028436019,880,,,,,,,,,,,
3.5996,1.974059820175171,4.463709677419355e-06,1.066350710900474,900,,,,,,,,,,,
3.6348,1.9271900653839111,4.436827956989248e-06,1.0900473933649288,920,,,,,,,,,,,
3.6314,1.9837641716003418,4.40994623655914e-06,1.113744075829384,940,,,,,,,,,,,
3.6499,2.043363332748413,4.383064516129033e-06,1.1374407582938388,960,,,,,,,,,,,
3.6574,2.102626323699951,4.356182795698925e-06,1.161137440758294,980,,,,,,,,,,,
3.637,2.033029794692993,4.329301075268818e-06,1.1848341232227488,1000,,,,,,,,,,,
3.6584,2.067127227783203,4.30241935483871e-06,1.2085308056872037,1020,,,,,,,,,,,
3.6413,2.0222725868225098,4.275537634408603e-06,1.2322274881516588,1040,,,,,,,,,,,
3.6404,2.098055839538574,4.248655913978495e-06,1.2559241706161137,1060,,,,,,,,,,,
3.6846,1.9766126871109009,4.221774193548388e-06,1.2796208530805688,1080,,,,,,,,,,,
3.6115,1.9909437894821167,4.19489247311828e-06,1.3033175355450237,1100,,,,,,,,,,,
3.6101,2.2383248805999756,4.1680107526881725e-06,1.3270142180094786,1120,,,,,,,,,,,
3.6028,2.0781373977661133,4.141129032258065e-06,1.3507109004739337,1140,,,,,,,,,,,
3.6257,2.177095413208008,4.1142473118279575e-06,1.3744075829383886,1160,,,,,,,,,,,
3.6744,2.2848761081695557,4.08736559139785e-06,1.3981042654028437,1180,,,,,,,,,,,
3.5983,1.918194055557251,4.060483870967742e-06,1.4218009478672986,1200,,,,,,,,,,,
3.6695,2.0732924938201904,4.033602150537635e-06,1.4454976303317535,1220,,,,,,,,,,,
3.6081,2.0428831577301025,4.006720430107527e-06,1.4691943127962086,1240,,,,,,,,,,,
3.678,2.0378305912017822,3.97983870967742e-06,1.4928909952606635,1260,,,,,,,,,,,
3.6491,2.1212503910064697,3.952956989247312e-06,1.5165876777251186,1280,,,,,,,,,,,
3.6388,2.0228888988494873,3.926075268817205e-06,1.5402843601895735,1300,,,,,,,,,,,
3.625,2.2817325592041016,3.899193548387097e-06,1.5639810426540284,1320,,,,,,,,,,,
3.62,2.007953643798828,3.87231182795699e-06,1.5876777251184833,1340,,,,,,,,,,,
3.6229,1.9569859504699707,3.845430107526882e-06,1.6113744075829384,1360,,,,,,,,,,,
3.6509,2.07504940032959,3.818548387096775e-06,1.6350710900473935,1380,,,,,,,,,,,
3.6109,2.024564266204834,3.7916666666666666e-06,1.6587677725118484,1400,,,,,,,,,,,
3.6232,2.0193562507629395,3.7647849462365595e-06,1.6824644549763033,1420,,,,,,,,,,,
3.6218,2.082366704940796,3.737903225806452e-06,1.7061611374407581,1440,,,,,,,,,,,
3.604,2.0452656745910645,3.7110215053763445e-06,1.7298578199052133,1460,,,,,,,,,,,
3.6317,2.1195194721221924,3.684139784946237e-06,1.7535545023696684,1480,,,,,,,,,,,
3.6208,2.050159215927124,3.6572580645161294e-06,1.7772511848341233,1500,,,,,,,,,,,
3.5789,2.0339720249176025,3.630376344086022e-06,1.8009478672985781,1520,,,,,,,,,,,
3.6196,2.1609675884246826,3.6034946236559143e-06,1.824644549763033,1540,,,,,,,,,,,
3.6143,2.241025924682617,3.576612903225807e-06,1.8483412322274881,1560,,,,,,,,,,,
3.6182,2.0465571880340576,3.5497311827956993e-06,1.8720379146919433,1580,,,,,,,,,,,
3.5933,2.0439815521240234,3.5228494623655917e-06,1.8957345971563981,1600,,,,,,,,,,,
3.5931,1.9279828071594238,3.495967741935484e-06,1.919431279620853,1620,,,,,,,,,,,
3.64,2.0066566467285156,3.4690860215053767e-06,1.943127962085308,1640,,,,,,,,,,,
3.614,2.128782033920288,3.442204301075269e-06,1.966824644549763,1660,,,,,,,,,,,
3.6285,2.1276748180389404,3.4153225806451616e-06,1.9905213270142181,1680,,,,,,,,,,,
,,,2.0,1688,3.551255226135254,25.844312579055035,24.310950044830165,113.9448,17.552,0.553,,,,,
3.6219,2.137888193130493,3.388440860215054e-06,2.014218009478673,1700,,,,,,,,,,,
3.642,1.9067813158035278,3.361559139784947e-06,2.037914691943128,1720,,,,,,,,,,,
3.5585,2.090153217315674,3.3346774193548394e-06,2.061611374407583,1740,,,,,,,,,,,
3.6406,2.326627254486084,3.307795698924731e-06,2.085308056872038,1760,,,,,,,,,,,
3.6423,2.026031017303467,3.2809139784946235e-06,2.109004739336493,1780,,,,,,,,,,,
3.5755,1.9540010690689087,3.254032258064516e-06,2.132701421800948,1800,,,,,,,,,,,
3.5615,1.9529976844787598,3.227150537634409e-06,2.156398104265403,1820,,,,,,,,,,,
3.609,2.0968520641326904,3.2002688172043013e-06,2.1800947867298577,1840,,,,,,,,,,,
3.6201,2.023793935775757,3.173387096774194e-06,2.2037914691943126,1860,,,,,,,,,,,
3.625,2.08630108833313,3.1465053763440863e-06,2.227488151658768,1880,,,,,,,,,,,
3.5779,2.073485851287842,3.1196236559139787e-06,2.251184834123223,1900,,,,,,,,,,,
3.6129,2.0683400630950928,3.092741935483871e-06,2.2748815165876777,1920,,,,,,,,,,,
3.6277,2.010787010192871,3.0658602150537637e-06,2.2985781990521326,1940,,,,,,,,,,,
3.6065,2.01324725151062,3.038978494623656e-06,2.322274881516588,1960,,,,,,,,,,,
3.6335,2.145948648452759,3.0120967741935486e-06,2.345971563981043,1980,,,,,,,,,,,
3.6012,2.0887978076934814,2.985215053763441e-06,2.3696682464454977,2000,,,,,,,,,,,
3.5947,2.065448760986328,2.9583333333333335e-06,2.3933649289099526,2020,,,,,,,,,,,
3.5855,2.087374687194824,2.931451612903226e-06,2.4170616113744074,2040,,,,,,,,,,,
3.6152,2.0428354740142822,2.9045698924731185e-06,2.4407582938388623,2060,,,,,,,,,,,
3.6317,2.05832576751709,2.877688172043011e-06,2.4644549763033177,2080,,,,,,,,,,,
3.6218,2.0377769470214844,2.8508064516129034e-06,2.4881516587677726,2100,,,,,,,,,,,
3.5968,2.018235683441162,2.8239247311827963e-06,2.5118483412322274,2120,,,,,,,,,,,
3.5883,1.9970390796661377,2.7970430107526887e-06,2.5355450236966823,2140,,,,,,,,,,,
3.5983,2.080111026763916,2.7701612903225812e-06,2.5592417061611377,2160,,,,,,,,,,,
3.6415,2.004056453704834,2.7432795698924737e-06,2.5829383886255926,2180,,,,,,,,,,,
3.6125,2.0915963649749756,2.716397849462366e-06,2.6066350710900474,2200,,,,,,,,,,,
3.6136,2.1610143184661865,2.6895161290322586e-06,2.6303317535545023,2220,,,,,,,,,,,
3.6503,2.02978253364563,2.6626344086021507e-06,2.654028436018957,2240,,,,,,,,,,,
3.569,1.919009804725647,2.635752688172043e-06,2.677725118483412,2260,,,,,,,,,,,
3.6024,1.9982799291610718,2.6088709677419356e-06,2.7014218009478674,2280,,,,,,,,,,,
3.6098,2.170905113220215,2.581989247311828e-06,2.7251184834123223,2300,,,,,,,,,,,
3.6117,2.218852996826172,2.5551075268817205e-06,2.748815165876777,2320,,,,,,,,,,,
3.6364,1.9106478691101074,2.528225806451613e-06,2.772511848341232,2340,,,,,,,,,,,
3.6365,2.14939546585083,2.5013440860215055e-06,2.7962085308056874,2360,,,,,,,,,,,
3.5973,2.066544771194458,2.474462365591398e-06,2.8199052132701423,2380,,,,,,,,,,,
3.553,1.9731004238128662,2.4475806451612904e-06,2.843601895734597,2400,,,,,,,,,,,
3.6221,2.1902685165405273,2.420698924731183e-06,2.867298578199052,2420,,,,,,,,,,,
3.6239,2.0020911693573,2.3938172043010753e-06,2.890995260663507,2440,,,,,,,,,,,
3.5856,2.206149101257324,2.3669354838709678e-06,2.914691943127962,2460,,,,,,,,,,,
3.5642,2.122603416442871,2.3400537634408603e-06,2.938388625592417,2480,,,,,,,,,,,
3.6168,2.179689884185791,2.313172043010753e-06,2.962085308056872,2500,,,,,,,,,,,
3.6075,1.9466557502746582,2.2862903225806456e-06,2.985781990521327,2520,,,,,,,,,,,
,,,3.0,2532,3.5322914123535156,26.01319492337675,24.46552290856365,114.3063,17.497,0.551,,,,,
3.5921,1.9481767416000366,2.259408602150538e-06,3.009478672985782,2540,,,,,,,,,,,
3.6037,2.398789167404175,2.2325268817204305e-06,3.0331753554502368,2560,,,,,,,,,,,
3.588,2.044381856918335,2.2056451612903226e-06,3.056872037914692,2580,,,,,,,,,,,
3.5814,2.2578697204589844,2.178763440860215e-06,3.080568720379147,2600,,,,,,,,,,,
3.6035,2.1425766944885254,2.1518817204301075e-06,3.104265402843602,2620,,,,,,,,,,,
3.6132,1.957542896270752,2.125e-06,3.1279620853080567,2640,,,,,,,,,,,
3.6218,2.0307512283325195,2.0981182795698924e-06,3.1516587677725116,2660,,,,,,,,,,,
3.6139,1.9413694143295288,2.071236559139785e-06,3.175355450236967,2680,,,,,,,,,,,
3.5796,2.0187032222747803,2.044354838709678e-06,3.199052132701422,2700,,,,,,,,,,,
3.552,2.150834321975708,2.0174731182795703e-06,3.2227488151658767,2720,,,,,,,,,,,
3.618,2.355818033218384,1.9905913978494627e-06,3.2464454976303316,2740,,,,,,,,,,,
3.6128,2.0819733142852783,1.963709677419355e-06,3.270142180094787,2760,,,,,,,,,,,
3.595,2.06071138381958,1.9368279569892477e-06,3.293838862559242,2780,,,,,,,,,,,
3.5608,2.1075360774993896,1.90994623655914e-06,3.3175355450236967,2800,,,,,,,,,,,
3.5744,2.0358076095581055,1.8830645161290324e-06,3.3412322274881516,2820,,,,,,,,,,,
3.6178,1.967126727104187,1.8561827956989249e-06,3.3649289099526065,2840,,,,,,,,,,,
3.5762,1.9822003841400146,1.8293010752688173e-06,3.3886255924170614,2860,,,,,,,,,,,
3.5972,2.1601595878601074,1.8024193548387098e-06,3.4123222748815167,2880,,,,,,,,,,,
3.5957,2.2014782428741455,1.7755376344086023e-06,3.4360189573459716,2900,,,,,,,,,,,
3.6135,1.9331035614013672,1.7486559139784947e-06,3.4597156398104265,2920,,,,,,,,,,,
3.591,2.01397442817688,1.7217741935483872e-06,3.4834123222748814,2940,,,,,,,,,,,
3.5765,2.1395254135131836,1.6948924731182797e-06,3.5071090047393367,2960,,,,,,,,,,,
3.5585,2.004648447036743,1.6680107526881723e-06,3.5308056872037916,2980,,,,,,,,,,,
3.5588,2.0964059829711914,1.6411290322580648e-06,3.5545023696682465,3000,,,,,,,,,,,
3.5927,2.2234301567077637,1.6142473118279573e-06,3.5781990521327014,3020,,,,,,,,,,,
3.5954,2.1285507678985596,1.5873655913978495e-06,3.6018957345971563,3040,,,,,,,,,,,
3.5954,2.0097286701202393,1.560483870967742e-06,3.625592417061611,3060,,,,,,,,,,,
3.5799,1.9112368822097778,1.5336021505376345e-06,3.6492890995260665,3080,,,,,,,,,,,
3.6289,3.6560914516448975,1.506720430107527e-06,3.6729857819905214,3100,,,,,,,,,,,
3.5523,1.9951578378677368,1.4798387096774194e-06,3.6966824644549763,3120,,,,,,,,,,,
3.557,2.009009599685669,1.4529569892473119e-06,3.720379146919431,3140,,,,,,,,,,,
3.6153,2.0494160652160645,1.4260752688172045e-06,3.7440758293838865,3160,,,,,,,,,,,
3.5842,2.1436192989349365,1.399193548387097e-06,3.7677725118483414,3180,,,,,,,,,,,
3.5374,2.127119779586792,1.3723118279569895e-06,3.7914691943127963,3200,,,,,,,,,,,
3.54,2.0719714164733887,1.345430107526882e-06,3.815165876777251,3220,,,,,,,,,,,
3.578,2.3553378582000732,1.3185483870967744e-06,3.838862559241706,3240,,,,,,,,,,,
3.5719,2.169482469558716,1.2916666666666669e-06,3.862559241706161,3260,,,,,,,,,,,
3.5974,2.10332989692688,1.2647849462365591e-06,3.8862559241706163,3280,,,,,,,,,,,
3.5809,1.8454890251159668,1.2379032258064518e-06,3.909952606635071,3300,,,,,,,,,,,
3.5835,2.111889123916626,1.2110215053763443e-06,3.933649289099526,3320,,,,,,,,,,,
3.5945,2.05336332321167,1.1841397849462365e-06,3.957345971563981,3340,,,,,,,,,,,
3.5996,2.080968141555786,1.1572580645161292e-06,3.9810426540284363,3360,,,,,,,,,,,
,,,4.0,3376,3.524775505065918,26.030725312159127,24.549006276927674,113.7202,17.587,0.554,,,,,
3.5857,4.335248947143555,1.1303763440860217e-06,4.004739336492891,3380,,,,,,,,,,,
3.5574,1.9919003248214722,1.1034946236559141e-06,4.028436018957346,3400,,,,,,,,,,,
3.6066,1.9161573648452759,1.0766129032258066e-06,4.052132701421801,3420,,,,,,,,,,,
3.5897,2.1876726150512695,1.049731182795699e-06,4.075829383886256,3440,,,,,,,,,,,
3.5414,3.665613889694214,1.0228494623655915e-06,4.099526066350711,3460,,,,,,,,,,,
3.5959,1.9994736909866333,9.95967741935484e-07,4.123222748815166,3480,,,,,,,,,,,
3.6038,2.0896222591400146,9.690860215053765e-07,4.1469194312796205,3500,,,,,,,,,,,
3.6149,1.9950083494186401,9.422043010752689e-07,4.170616113744076,3520,,,,,,,,,,,
3.5658,1.9965866804122925,9.153225806451614e-07,4.194312796208531,3540,,,,,,,,,,,
3.6342,2.143739700317383,8.884408602150538e-07,4.218009478672986,3560,,,,,,,,,,,
3.6012,2.0427792072296143,8.615591397849462e-07,4.241706161137441,3580,,,,,,,,,,,
3.5779,1.9564905166625977,8.346774193548388e-07,4.265402843601896,3600,,,,,,,,,,,
3.5351,2.001664638519287,8.077956989247313e-07,4.289099526066351,3620,,,,,,,,,,,
3.5778,1.9376593828201294,7.809139784946237e-07,4.312796208530806,3640,,,,,,,,,,,
3.5527,2.042231798171997,7.540322580645162e-07,4.3364928909952605,3660,,,,,,,,,,,
3.5738,1.983749270439148,7.271505376344086e-07,4.360189573459715,3680,,,,,,,,,,,
3.6033,2.0150632858276367,7.002688172043011e-07,4.38388625592417,3700,,,,,,,,,,,
3.5611,2.1605892181396484,6.733870967741936e-07,4.407582938388625,3720,,,,,,,,,,,
3.5907,2.067547559738159,6.465053763440861e-07,4.431279620853081,3740,,,,,,,,,,,
3.5865,2.132601499557495,6.196236559139786e-07,4.454976303317536,3760,,,,,,,,,,,
3.5773,1.934696912765503,5.92741935483871e-07,4.478672985781991,3780,,,,,,,,,,,
3.6126,2.066054344177246,5.658602150537635e-07,4.502369668246446,3800,,,,,,,,,,,
3.5346,2.063415050506592,5.389784946236559e-07,4.5260663507109005,3820,,,,,,,,,,,
3.5453,2.0086669921875,5.120967741935484e-07,4.549763033175355,3840,,,,,,,,,,,
3.5816,1.9742131233215332,4.85215053763441e-07,4.57345971563981,3860,,,,,,,,,,,
3.5641,1.9818466901779175,4.583333333333333e-07,4.597156398104265,3880,,,,,,,,,,,
3.5845,2.026634693145752,4.3145161290322584e-07,4.62085308056872,3900,,,,,,,,,,,
3.591,1.9763805866241455,4.045698924731183e-07,4.644549763033176,3920,,,,,,,,,,,
3.585,2.1043152809143066,3.7768817204301077e-07,4.668246445497631,3940,,,,,,,,,,,
3.6048,2.0817935466766357,3.5080645161290324e-07,4.691943127962086,3960,,,,,,,,,,,
3.6262,2.1587343215942383,3.2392473118279576e-07,4.7156398104265405,3980,,,,,,,,,,,
3.5594,2.595762252807617,2.970430107526882e-07,4.739336492890995,4000,,,,,,,,,,,
3.5534,2.090071678161621,2.7016129032258064e-07,4.76303317535545,4020,,,,,,,,,,,
3.5604,1.9438345432281494,2.432795698924731e-07,4.786729857819905,4040,,,,,,,,,,,
3.5767,2.977900505065918,2.1639784946236562e-07,4.81042654028436,4060,,,,,,,,,,,
3.5655,4.372182369232178,1.895161290322581e-07,4.834123222748815,4080,,,,,,,,,,,
3.5528,1.931965947151184,1.6263440860215053e-07,4.85781990521327,4100,,,,,,,,,,,
3.5343,1.9710990190505981,1.3575268817204302e-07,4.881516587677725,4120,,,,,,,,,,,
3.5435,2.0604095458984375,1.0887096774193549e-07,4.9052132701421804,4140,,,,,,,,,,,
3.5801,2.077784299850464,8.198924731182797e-08,4.928909952606635,4160,,,,,,,,,,,
3.6118,2.016857385635376,5.510752688172043e-08,4.95260663507109,4180,,,,,,,,,,,
3.5766,1.9745519161224365,2.8225806451612902e-08,4.976303317535545,4200,,,,,,,,,,,
3.5617,2.513883352279663,1.3440860215053764e-09,5.0,4220,,,,,,,,,,,
,,,5.0,4220,3.521104574203491,26.043485335264123,24.485090407605842,114.7651,17.427,0.549,,,,,
,,,5.0,4220,,,,,,,877.3288,153.876,4.81,3708775615168512.0,3.615052155408814
